"datetime,""T_org"",""T_05"",""T_15"",""T_25"",""T_35"",""T_45"",""T_55"",""T_65"",""T_75"",""T_85"",""T_95"",""T_105"",""T_115"",""M_org"",""M_05"",""M_15"",""M_25"",""M_35"",""M_45"",""M_55"",""M_65"",""M_75"",""M_85"",""M_95"",""M_105"",""M_115"""
2022-01-07 00:00:00,1.019989,3.559998,3.73999,4.790009,5.470001,5.700012,6.440002,5.660004,5.540009,6.040009,NA,NA,NA,11.4281541510965,14.0581861768233,15.7659976258976,17.3162881197487,13.8708427249354,15.280681950534,18.234527160523,22.0851295560608,18.6154032516018,19.0893842176511,NA,NA,NA
2022-01-07 00:10:00,1.049988,3.559998,3.73999,4.809998,5.470001,5.700012,6.440002,5.609985,5.540009,5.970001,NA,NA,NA,11.4281541510965,14.0549603353723,15.7659976258976,17.3162881197487,13.8708427249354,15.2765613632291,18.2260619243748,22.0951657940977,18.6507099887506,19.0985600606631,NA,NA,NA
2022-01-07 00:20:00,0.8999939,3.559998,3.73999,4.809998,5.470001,5.720001,6.440002,5.730011,5.559998,5.98999,NA,NA,NA,11.4521846104287,14.0549603353723,15.7701722944421,17.3162881197487,13.8708427249354,15.2724409743945,18.2260619243748,22.0750942191985,18.675957196082,19.0939720341666,NA,NA,NA
2022-01-07 00:30:00,0.8699951,3.559998,3.709991,4.839996,5.470001,5.670013,6.420013,5.609985,5.609985,5.920013,NA,NA,NA,11.4655472611961,14.0517271035994,15.7701722944421,17.3081227600943,13.8708427249354,15.2847951050234,18.2260619243748,22.1001883411238,18.6860689755045,19.107744695957,NA,NA,NA
2022-01-07 00:40:00,1.019989,3.519989,3.73999,4.839996,5.470001,5.700012,6.350006,5.579987,5.559998,6.079987,NA,NA,NA,11.4495109287434,14.0581861768233,15.7659976258976,17.3081227600943,13.8708427249354,15.2765613632291,18.230294450021,22.0951657940977,18.6911212942664,19.0710350517559,NA,NA,NA
2022-01-07 00:50:00,0.8999939,3.48999,3.73999,4.839996,5.5,5.649994,6.420013,5.649994,5.540009,6.079987,NA,NA,NA,11.4735776859581,14.0614121469366,15.7659976258976,17.3040481536308,13.8674143296456,15.2889160888487,18.2133654567205,22.0700809777667,18.6911212942664,19.0710350517559,NA,NA,NA
2022-01-07 01:00:00,0.9500122,3.450012,3.73999,4.809998,5.470001,5.75,6.299988,5.649994,5.559998,5.959991,NA,NA,NA,11.4735776859581,14.0678795141019,15.7659976258976,17.3122131569395,13.8708427249354,15.2642084216374,18.234527160523,22.0650679613173,18.6810089970421,19.0939720341666,NA,NA,NA
2022-01-07 01:10:00,0.980011,3.48999,3.709991,4.809998,5.470001,5.619995,6.350006,5.649994,5.559998,6.079987,NA,NA,NA,11.4762522730578,14.0581861768233,15.7701722944421,17.3122131569395,13.8674143296456,15.2889160888487,18.2175974277096,22.0650679613173,18.6810089970421,19.0710350517559,NA,NA,NA
2022-01-07 01:20:00,0.7900085,3.559998,3.73999,4.790009,5.470001,5.720001,6.369995,5.649994,5.559998,6.040009,NA,NA,NA,11.5083987886903,14.0452685463006,15.7659976258976,17.3122131569395,13.8674143296456,15.2683284138463,18.2091336706471,22.1152573357566,18.71134899732,19.0802092146346,NA,NA,NA
2022-01-07 01:30:00,0.8999939,3.519989,3.73999,4.839996,5.470001,5.670013,6.440002,5.609985,5.609985,6.01001,NA,NA,NA,11.503032757365,14.0485015198013,15.7618231566878,17.3040481536308,13.8674143296456,15.2765613632291,18.1922162546814,22.1152573357566,18.7214723243875,19.0847966111345,NA,NA,NA
2022-01-07 01:40:00,1.049988,3.48999,3.73999,4.790009,5.470001,5.589996,6.420013,5.630005,5.51001,6.070007,NA,NA,NA,11.4949990081778,14.0549603353723,15.7618231566878,17.3122131569395,13.8674143296456,15.2889160888487,18.1922162546814,22.0951657940977,18.726534376921,19.0710350517559,NA,NA,NA
2022-01-07 01:50:00,0.769989,3.519989,3.73999,4.790009,5.470001,5.670013,6.390015,5.649994,5.540009,6.019989,NA,NA,NA,11.5379191837976,14.0485015198013,15.7618231566878,17.3122131569395,13.8674143296456,15.2765613632291,18.1922162546814,22.0801076855942,18.7062877228352,19.1307139411061,NA,NA,NA
2022-01-07 02:00:00,0.9200134,3.540009,3.76001,4.76001,5.470001,5.619995,6.299988,5.630005,5.540009,5.98999,NA,NA,NA,11.5325509302825,14.0420432201927,15.7576488868303,17.320371067322,13.8674143296456,15.2847951050234,18.2091336706471,22.0750942191985,18.6860689755045,19.139909475199,NA,NA,NA
2022-01-07 02:10:00,0.8999939,3.519989,3.73999,4.73999,5.470001,5.720001,6.420013,5.630005,5.559998,5.98999,NA,NA,NA,11.5486714532194,14.0452685463006,15.7618231566878,17.3244620006686,13.8674143296456,15.2642084216374,18.1795321027075,22.0650679613173,18.6658543703914,19.139909475199,NA,NA,NA
2022-01-07 02:20:00,0.8999939,3.559998,3.709991,4.720001,5.470001,5.649994,6.390015,5.630005,5.559998,6.070007,NA,NA,NA,11.5621177056536,14.0388105050017,15.7618231566878,17.3285374978882,13.8639860809908,15.280681950534,18.1795321027075,22.0550426034409,18.6456597401635,19.1215192492789,NA,NA,NA
2022-01-07 02:30:00,0.769989,3.559998,3.709991,4.76001,5.470001,5.570007,6.369995,5.630005,5.559998,6.040009,NA,NA,NA,11.5944412604571,14.0355854366214,15.7618231566878,17.320371067322,13.8674143296456,15.2889160888487,18.1795321027075,22.0450181457184,18.6305263764561,19.1307139411061,NA,NA,NA
