"datetime,""T_org"",""T_05"",""T_15"",""T_25"",""T_35"",""T_45"",""T_55"",""T_65"",""T_75"",""T_85"",""T_95"",""T_105"",""T_115"",""M_org"",""M_05"",""M_15"",""M_25"",""M_35"",""M_45"",""M_55"",""M_65"",""M_75"",""M_85"",""M_95"",""M_105"",""M_115"""
2022-02-02 00:00:00,1.26001,2.459991,3.130005,3.769989,3.690002,4.440002,5.089996,5.130005,5.799988,5.109985,5.119995,5.619995,NA,9.84277433004408,10.5529192368004,19.7937034222097,19.3284917241941,19.9355684456023,19.1200001382054,24.1457045080098,21.4653889045068,21.0716639227767,22.9760462288353,22.5505602561843,22.3386089787219,NA
2022-02-02 00:10:00,1.279999,2.529999,3.200012,3.730011,3.640015,4.440002,5.089996,5.230011,5.850006,5.059998,5.040009,5.619995,NA,9.84277433004408,10.5445285209244,19.7817667269054,19.3366372671095,19.9504336026457,19.1156099569463,24.1457045080098,21.4390235728112,21.0575558174427,22.9915452387641,22.5737561019212,22.343757199627,NA
2022-02-02 00:20:00,1.420013,2.480011,3.230011,3.76001,3.660004,4.440002,5.089996,5.130005,5.850006,5.01001,5.070007,5.600006,NA,9.82205804644767,10.5473253106946,19.7817667269054,19.3325723838661,19.9454783131118,19.1156099569463,24.1457045080098,21.4653889045068,21.0575558174427,23.0070545791799,22.5679566964558,22.343757199627,NA
2022-02-02 00:30:00,1.299988,2.480011,3.100006,3.679993,3.709991,4.440002,5.089996,5.149994,5.730011,5.040009,5.170013,5.559998,NA,9.83684965164539,10.5473253106946,19.805649509064,19.3529542357375,19.9306138676688,19.1156099569463,24.1405673975305,21.4601185827334,21.0857900837456,22.9967147870518,22.5389723218683,22.3591950735525,NA
2022-02-02 00:40:00,1.279999,2.410004,3.170013,3.720001,3.609985,4.440002,5.089996,5.149994,5.899994,5.089996,5.109985,5.540009,NA,9.84277433004408,10.5557163731203,19.7897243699463,19.3447914370144,19.9553891293378,19.1156099569463,24.1405673975305,21.4601185827334,21.043441456252,22.9812150818063,22.5621575869926,22.3643442342333,NA
2022-02-02 00:50:00,1.329987,2.450012,3.149994,3.720001,3.609985,4.440002,5.070007,5.209991,5.850006,5.089996,5.070007,5.630005,NA,9.83389106185132,10.5501222159892,19.7937034222097,19.3447914370144,19.9553891293378,19.1156099569463,24.1457045080098,21.4442928777283,21.0622556130406,22.9863841666919,22.5737561019212,22.343757199627,NA
2022-02-02 01:00:00,1.279999,2.380005,3.119995,3.75,3.690002,4.440002,5.089996,5.179993,5.779999,5.01001,5.089996,5.609985,NA,9.84573332320641,10.5585136249411,19.8016699950825,19.3366372671095,19.9405152430651,19.1200001382054,24.1405673975305,21.4495705689292,21.0763724375887,23.0018845671968,22.5679566964558,22.3488974572341,NA
2022-02-02 01:10:00,1.279999,2.459991,3.179993,3.720001,3.660004,4.440002,5.160004,5.130005,5.850006,5.01001,5.140015,5.519989,NA,9.84869245069839,10.5473253106946,19.7897243699463,19.3447914370144,19.9504336026457,19.1243905115512,24.1251657140551,21.4653889045068,21.0575558174427,23.0018845671968,22.5505602561843,22.3695018297642,NA
2022-02-02 01:20:00,1.279999,2.320007,3.200012,3.799988,3.73999,4.440002,5.179993,5.130005,5.799988,5.109985,5.070007,5.630005,NA,9.85462530270319,10.566913246808,19.7897243699463,19.3325723838661,19.9306138676688,19.1287731228719,24.1149101254198,21.4653889045068,21.0669637171237,22.9812150818063,22.5737561019212,22.343757199627,NA
2022-02-02 01:30:00,1.26001,2.480011,3.170013,3.720001,3.690002,4.440002,5.089996,5.130005,5.850006,5.040009,5.040009,5.529999,NA,9.86944559680346,10.5445285209244,19.7937034222097,19.3488727540947,19.9454783131118,19.1287731228719,24.1405673975305,21.4653889045068,21.0622556130406,22.9915452387641,22.5795558033609,22.3643442342333,NA
