"datetime,""T_org"",""T_05"",""T_15"",""T_25"",""T_35"",""T_45"",""T_55"",""T_65"",""T_75"",""T_85"",""T_95"",""T_105"",""T_115"",""M_org"",""M_05"",""M_15"",""M_25"",""M_35"",""M_45"",""M_55"",""M_65"",""M_75"",""M_85"",""M_95"",""M_105"",""M_115"""
2022-05-05 00:00:00,NA,NA,6.839996,5.959991,5.450012,4.980011,4.720001,5.670013,5.839996,5.570007,NA,NA,NA,NA,NA,6.43478452105541,12.207966151982,21.7040874567105,26.2249700053214,25.6018325428197,20.0901932509065,22.9901683806366,29.9481909046478,NA,NA,NA
2022-05-05 00:10:00,NA,NA,6.839996,5.940002,5.480011,5,4.720001,5.649994,5.779999,5.570007,NA,NA,NA,NA,NA,6.43287974675588,12.2106753158807,21.6997593056594,26.2249700053214,25.6018325428197,20.0946014091223,23.006246491846,29.9481909046478,NA,NA,NA
2022-05-05 00:20:00,NA,NA,6.839996,5.940002,5.450012,4.980011,4.720001,5.649994,5.76001,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2106753158807,21.7040874567105,26.2306855968044,25.6070313259417,20.0946014091223,23.006246491846,29.9365356820239,NA,NA,NA
2022-05-05 00:30:00,NA,NA,6.839996,5.940002,5.399994,4.950012,4.720001,5.420013,5.76001,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2133772368199,21.717056624782,26.2421175474238,25.6070313259417,20.1431918336715,23.006246491846,29.9365356820239,NA,NA,NA
2022-05-05 00:40:00,NA,NA,6.839996,5.940002,5.420013,4.980011,4.720001,5.670013,5.809998,5.570007,NA,NA,NA,NA,NA,6.43478452105541,12.2133772368199,21.717056624782,26.2306855968044,25.6070313259417,20.0990177839564,23.0115981144174,29.9481909046478,NA,NA,NA
2022-05-05 00:50:00,NA,NA,6.839996,5.940002,5.420013,4.980011,4.720001,5.690002,5.779999,5.570007,NA,NA,NA,NA,NA,6.43478452105541,12.2133772368199,21.717056624782,26.2306855968044,25.6122303248054,20.0990177839564,23.016958231869,29.9481909046478,NA,NA,NA
2022-05-05 01:00:00,NA,NA,6.839996,5.940002,5.399994,4.970001,4.720001,5.670013,5.809998,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2160865991464,21.7213773021331,26.2421175474238,25.6122303248054,20.1034343461323,23.0115981144174,29.9365356820239,NA,NA,NA
2022-05-05 01:10:00,NA,NA,6.839996,5.940002,5.369995,4.980011,4.720001,5.600006,5.779999,5.600006,NA,NA,NA,NA,NA,6.43478452105541,12.2160865991464,21.7300273173246,26.2364014441788,25.6174379661736,20.1122680324509,23.016958231869,29.9423675258279,NA,NA,NA
2022-05-05 01:20:00,NA,NA,6.820007,5.940002,5.480011,4.899994,4.720001,5.619995,5.839996,5.600006,NA,NA,NA,NA,NA,6.43668735169322,12.2160865991464,21.7084076261872,26.259267392173,25.6174379661736,20.1078510956354,23.0008868722729,29.9423675258279,NA,NA,NA
2022-05-05 01:30:00,NA,NA,6.839996,5.959991,5.399994,4.899994,4.720001,5.649994,5.839996,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2160865991464,21.7257063013454,26.259267392173,25.6174379661736,20.1034343461323,23.0008868722729,29.9365356820239,NA,NA,NA
2022-05-05 01:40:00,NA,NA,6.839996,5.940002,5.480011,4.980011,4.720001,5.649994,5.779999,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.218788717963,21.7127279648613,26.2421175474238,25.6174379661736,20.1034343461323,23.0115981144174,29.9365356820239,NA,NA,NA
2022-05-05 01:50:00,NA,NA,6.820007,5.940002,5.480011,5,4.720001,5.570007,5.76001,5.649994,NA,NA,NA,NA,NA,6.43668735169322,12.218788717963,21.7127279648613,26.2364014441788,25.622628969693,20.1166771252595,23.016958231869,29.9306953743275,NA,NA,NA
2022-05-05 02:00:00,NA,NA,6.839996,5.940002,5.399994,4.950012,4.720001,5.559998,5.839996,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.218788717963,21.7300273173246,26.259267392173,25.622628969693,20.1211024679604,22.9955275018626,29.9365356820239,NA,NA,NA
2022-05-05 02:10:00,NA,NA,6.839996,5.940002,5.450012,5,4.720001,5.559998,5.76001,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.218788717963,21.7213773021331,26.2364014441788,25.622628969693,20.1211024679604,23.016958231869,29.9365356820239,NA,NA,NA
2022-05-05 02:20:00,NA,NA,6.839996,5.940002,5.480011,4.980011,4.720001,5.670013,5.839996,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2214982786917,21.717056624782,26.2478339065185,25.6278286156841,20.0946014091223,22.9955275018626,29.9365356820239,NA,NA,NA
2022-05-05 02:30:00,NA,NA,6.839996,5.959991,5.5,4.980011,4.720001,5.670013,5.839996,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.218788717963,21.7127279648613,26.2478339065185,25.6278286156841,20.0946014091223,22.9955275018626,29.9365356820239,NA,NA,NA
2022-05-05 02:40:00,NA,NA,6.839996,5.940002,5.399994,5,4.720001,5.690002,5.839996,5.600006,NA,NA,NA,NA,NA,6.43668735169322,12.2214982786917,21.7343566557793,26.2421175474238,25.6278286156841,20.0901932509065,22.9901683806366,29.9423675258279,NA,NA,NA
2022-05-05 02:50:00,NA,NA,6.809998,5.940002,5.5,5,4.720001,5.730011,5.839996,5.679993,NA,NA,NA,NA,NA,6.43859158868784,12.2214982786917,21.717056624782,26.2478339065185,25.6330284773515,20.0813694659797,22.9901683806366,29.9190328865809,NA,NA,NA
2022-05-05 03:00:00,NA,NA,6.839996,5.940002,5.420013,4.950012,4.720001,5.649994,5.809998,5.649994,NA,NA,NA,NA,NA,6.43668735169322,12.2242079387466,21.7343566557793,26.2649760486849,25.6330284773515,20.0990177839564,23.0008868722729,29.9306953743275,NA,NA,NA
2022-05-05 03:10:00,NA,NA,6.839996,5.940002,5.399994,5,4.720001,5.700012,5.779999,5.619995,NA,NA,NA,NA,NA,6.43478452105541,12.2242079387466,21.7430158419643,26.2478339065185,25.6330284773515,20.0990177839564,23.0223185984194,29.9423675258279,NA,NA,NA
2022-05-05 03:20:00,NA,NA,6.790009,5.959991,5.450012,4.980011,4.720001,5.559998,5.809998,5.570007,NA,NA,NA,NA,NA,6.44049589204063,12.2214982786917,21.7300273173246,26.2535505214419,25.638236982856,20.1299296202167,23.016958231869,29.9540406379485,NA,NA,NA
2022-05-05 03:30:00,NA,NA,6.809998,5.959991,5.470001,5,4.720001,5.540009,5.839996,5.649994,NA,NA,NA,NA,NA,6.43668735169322,12.2214982786917,21.7257063013454,26.2478339065185,25.638236982856,20.1343555256998,23.006246491846,29.9365356820239,NA,NA,NA
2022-05-05 03:40:00,NA,NA,6.839996,5.940002,5.450012,4.970001,4.720001,5.540009,5.839996,5.600006,NA,NA,NA,NA,NA,6.43668735169322,12.2242079387466,21.7300273173246,26.2649760486849,25.638236982856,20.1343555256998,23.006246491846,29.9481909046478,NA,NA,NA
2022-05-05 03:50:00,NA,NA,6.839996,5.959991,5.450012,4.929993,4.720001,5.649994,5.779999,5.549988,NA,NA,NA,NA,NA,6.43668735169322,12.2214982786917,21.7343566557793,26.2764195390044,25.6434372761765,20.1122680324509,23.016958231869,29.959873201448,NA,NA,NA
2022-05-05 04:00:00,NA,NA,6.839996,5.940002,5.529999,4.980011,4.720001,5.579987,5.839996,5.649994,NA,NA,NA,NA,NA,6.43668735169322,12.2242079387466,21.717056624782,26.259267392173,25.6434372761765,20.1255199666248,23.0008868722729,29.9365356820239,NA,NA,NA
2022-05-05 04:10:00,NA,NA,6.73999,5.940002,5.399994,4.950012,4.720001,5.640015,5.839996,5.600006,NA,NA,NA,NA,NA,6.44430603805075,12.2242079387466,21.7473375353716,26.2764195390044,25.6434372761765,20.1078510956354,23.0008868722729,29.9481909046478,NA,NA,NA
2022-05-05 04:20:00,NA,NA,6.73999,5.940002,5.480011,5,4.720001,5.540009,5.809998,5.570007,NA,NA,NA,NA,NA,6.44430603805075,12.2269103544656,21.7343566557793,26.259267392173,25.6434372761765,20.1299296202167,23.0115981144174,29.9540406379485,NA,NA,NA
2022-05-05 04:30:00,NA,NA,6.730011,5.940002,5.480011,4.980011,4.720001,5.670013,5.839996,5.619995,NA,NA,NA,NA,NA,6.44621188080066,12.2269103544656,21.7343566557793,26.2649760486849,25.6486377851242,20.1034343461323,23.0008868722729,29.9423675258279,NA,NA,NA
2022-05-05 04:40:00,NA,NA,6.709991,5.940002,5.420013,4.980011,4.720001,5.619995,5.809998,5.649994,NA,NA,NA,NA,NA,6.44811711983789,12.2269103544656,21.7473375353716,26.2649760486849,25.6486377851242,20.1122680324509,23.0115981144174,29.9365356820239,NA,NA,NA
2022-05-05 04:50:00,NA,NA,6.730011,5.940002,5.450012,5,4.720001,5.600006,5.839996,5.600006,NA,NA,NA,NA,NA,6.44621188080066,12.2269103544656,21.7430158419643,26.259267392173,25.6486377851242,20.1166771252595,23.0008868722729,29.9481909046478,NA,NA,NA
2022-05-05 05:00:00,NA,NA,6.76001,5.940002,5.5,4.929993,4.720001,5.649994,5.809998,5.619995,NA,NA,NA,NA,NA,6.44239892156618,12.2269103544656,21.7343566557793,26.2878640537367,25.6538385096828,20.1078510956354,23.0115981144174,29.9423675258279,NA,NA,NA
2022-05-05 05:10:00,NA,NA,6.700012,5.940002,5.480011,4.980011,4.720001,5.51001,5.839996,5.619995,NA,NA,NA,NA,NA,6.44811711983789,12.2269103544656,21.7386861639966,26.2707019009752,25.6538385096828,20.1343555256998,23.0008868722729,29.9423675258279,NA,NA,NA
